,phrase,target
1756,The arrangements do not apply to the group 's units outside Finland,neutral
1757,Timo Penttila has been appointed new manager responsible for the asset management of Nordea 's institutional customers in Finland,neutral
1758,The company has some 410 employees and an annual turnover of EUR65 .4 m. Vaahto Group is listed on the Nordic Exchange in Helsinki,neutral
1759,The company operates power plants in the Tyumen and Chelyabinsk regions and in the Khanty-Mansi Autonomous District,neutral
1760,"Vaisala , headquartered in Helsinki in Finland , develops and manufactures electronic measurement systems for meteorology , environmental sciences , traffic and industry",neutral
1761,"Honkarakenne also decided yesterday to sell 88,500 of its B series shares to key staff members for EUR2 .9 per share",neutral
1762,"Prothious Engineering ( www.prothious.com ) employs more than 1,000 and has a large portfolio of projects and an annual detailing capacity of more than 100,000 tonnes",neutral
1763,"The figure includes the change in the fair value of the property portfolio , EUR 26.2 million",neutral
1764,The combined value of the planned investments is about EUR 30mn,neutral
1765,"The firm 's services include copying , printing , CAD-modelling , digital printing , scanning , SokoPro project bank and courier services",neutral
1766,"Foodservice and consumer goods markets are served by approximately 13,000 people in 54 manufacturing units and several sales offices in 33 countries",neutral
1767,The transaction is expected to be finalized by Dec 2009,neutral
1768,"Founded in 1946 , Strand Associates , which provides civil , environmental , transportation , electrical and mechanical engineering services , has 350 employees at 10 offices in Wisconsin , Alabama , Illinois , Indiana , Kentucky and Ohio",neutral
1769,The volume of investments in the two phases of the project is estimated at USD 300mn ( EUR 215.03 mn ),neutral
1770,The order was valued at over EUR15m,neutral
1771,Pharmaceutical market in Czech Republic Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Czech Republic,neutral
1772,GyPSii service supports ten different languages including Korean and Russian,neutral
1773,"Den Bosch-based TomTom is Europe 's largest maker of automotive navigation devices , while Cayman Islands-based Garmin is larger in the U.S. and overall",neutral
1774,"Huhtamaki 's rigid plastic consumer goods operations , which are mainly in Europe , will be separated into a new reporting segment as of 1 January 2009",neutral
1775,"The business transfer will take effect from 1 January 2007 , and in connection with this 47 employees will transfer from Elisa to Daxtum as continuing employees",neutral
1776,The dividends payable annually shall be deducted from the share subscription price,neutral
1777,"The operations to be sold include manufacturing units in Finland , France , Poland and Turkey , as well as sales units in Germany and Lithuania",neutral
1778,"The new company , DiaPol S.r.l. , would manufacture tools meant for glass and stone pre-processing",neutral
1779,After 1 April 2007 Cencorp will not have any own employees in the territory,neutral
1780,"The EBRD is using its own funds to provide a 21.6 mln A loan while the B portion of 10 mln Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc 7.7 mln Euros and Pohjola Bank Plc 2.3 mln Euros",neutral
1781,"The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below",neutral
1782,Valmet Automotive reports net sales of EUR 85mn and operating profit of EUR 8mn,neutral
1783,25 November 2010 - Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) said today that Finnish state-owned investment company Solidium Oy sold its 14.7 % stake in the company for a total of EUR98m,neutral
1784,"Thus the group 's balance sheet will have about EUR25 .8 m in goodwill for 2010 , the company added",neutral
1785,"The broad-based WIG index ended Thursday 's session 0.1 pct up at 65,003.34 pts , while the blue-chip WIG20 was 1.13 down at 3,687.15 pts",neutral
1786,"Under a preliminary estimation , the technology park will measure about 50,000 square meters",neutral
1787,"These products include Personal Communications products such as mobile phones and their parts , Home Communications products such as set-top boxes and electronics for flat panel TVs as well as Communications Networks products such as base-stations , tower-top amplifiers , and microwave systems",neutral
1788,"Headquartered in this city , the company is nearly 75 years old and focuses on science-based innovation and technology for environmental measurement",neutral
1789,"The order includes a new Crecent former , headbox , and reel",neutral
1790,The site will cover over six hectares,neutral
1791,- Cash flow from operating activities before investments was EUR 7.6 million EUR 2.5 million,neutral
1792,"The company also appointed Leif Rosen head of the Special Plate unit which includes the quarto plate units in Degerfors , Sweden , and New Castle , USA , the unit in Willich , Germany , as well as Pressplate and Prefab in Avesta and Plate Service Centre Nordic in Degerfors",neutral
1793,"With the new arrangement , customer responsibilities will become mainly regional",neutral
1794,"According to Gran , the company has no plans to move all production to Russia , although that is where the company is growing",neutral
1795,"`` Over the years , the color orange has become synonymous with quality",neutral
1796,Rihko started to manage Raisio 's Benecol business in summer 2006 after heading tobacco company Altadis ' European operations,neutral
1797,"The contract includes design , construction , delivery of equipment , installation and commissioning",neutral
1798,The sale price was not disclosed,neutral
1799,Aspo 's Group structure and business operations are continually developed without any predefined schedules,neutral
1800,"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics , '' EBRD informed",neutral
1801,"According to the notification , the holdings of Ameriprice Inc. and its group companies are now in total 808,973 shares , which represent 3.582 % of Tekla -ï¿½ s shares and voting rights",neutral
1802,"` Sanoma is a buyer not a target , ' he said",neutral
1803,"The 19,200-square metre technology center is located near University of Tampere in central Tampere",neutral
1804,"LCS 's services cover the whole life cycle of software and information systems , from process modelling and tailored software development , to hosting services , solution management , maintenance and support",neutral
1805,"The redesigned crushing circuit has been in operation since the start of September and its overall production rate on a weekly basis is in excess of an average of 40,000 tonnes a day",neutral
1806,"In 2007 Talentum will disclose three Interim Reports - Q1 ( January - March ) on Friday , 27 April , 2007 - Q2 ( April - June ) on Friday , 20 July , 2007 - Q3 ( July - September ) on Friday , 26 October , 2007",neutral
1807,The terms and conditions of Stock Option Scheme 2004 are available on the Group 's website,neutral
1808,"Rockwell Collins is a provider of flight deck , cabin and information management solutions for business aircraft operators",neutral
1809,"In 2007 , the Group 's net sales stood at EUR 42 million and it had about 1,445 employees",neutral
